id,name,image_url,image_path
ex11-2,Crobat δ,https://images.pokemontcg.io/ex11/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex11-2.jpg
pop6-2,Lucario,https://images.pokemontcg.io/pop6/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pop6-2.jpg
xy2-2,Metapod,https://images.pokemontcg.io/xy2/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy2-2.jpg
base4-2,Blastoise,https://images.pokemontcg.io/base4/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/base4-2.jpg
gym1-2,Brock's Rhydon,https://images.pokemontcg.io/gym1/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/gym1-2.jpg
hgss1-2,Azumarill,https://images.pokemontcg.io/hgss1/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/hgss1-2.jpg
det1-2,Ludicolo,https://images.pokemontcg.io/det1/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/det1-2.jpg
sm9-2,Weedle,https://images.pokemontcg.io/sm9/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm9-2.jpg
ex12-2,Aggron,https://images.pokemontcg.io/ex12/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex12-2.jpg
ex7-2,Dark Ampharos,https://images.pokemontcg.io/ex7/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex7-2.jpg
ru1-2,Cherrim,https://images.pokemontcg.io/ru1/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ru1-2.jpg
mcd19-2,Alolan Exeggutor,https://images.pokemontcg.io/mcd19/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/mcd19-2.jpg
xy5-2,Kakuna,https://images.pokemontcg.io/xy5/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy5-2.jpg
xy11-1,Tangela,https://images.pokemontcg.io/xy11/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy11-1.jpg
ex14-1,Banette,https://images.pokemontcg.io/ex14/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex14-1.jpg
sm12-1,Venusaur & Snivy-GX,https://images.pokemontcg.io/sm12/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm12-1.jpg
bw1-1,Snivy,https://images.pokemontcg.io/bw1/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw1-1.jpg
sm115-1,Caterpie,https://images.pokemontcg.io/sm115/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm115-1.jpg
si1-1,Mew,https://images.pokemontcg.io/si1/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/si1-1.jpg
dp1-1,Dialga,https://images.pokemontcg.io/dp1/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dp1-1.jpg
sm3-1,Caterpie,https://images.pokemontcg.io/sm3/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm3-1.jpg
pop7-1,Ampharos,https://images.pokemontcg.io/pop7/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pop7-1.jpg
gym2-1,Blaine's Arcanine,https://images.pokemontcg.io/gym2/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/gym2-1.jpg
col1-1,Clefable,https://images.pokemontcg.io/col1/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/col1-1.jpg
ex9-1,Blaziken,https://images.pokemontcg.io/ex9/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex9-1.jpg
bw10-1,Surskit,https://images.pokemontcg.io/bw10/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw10-1.jpg
swsh35-1,Venusaur V,https://images.pokemontcg.io/swsh35/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/swsh35-1.jpg
xy7-1,Oddish,https://images.pokemontcg.io/xy7/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy7-1.jpg
sm1-1,Caterpie,https://images.pokemontcg.io/sm1/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm1-1.jpg
ex13-1,Armaldo δ,https://images.pokemontcg.io/ex13/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex13-1.jpg
dv1-2,Dratini,https://images.pokemontcg.io/dv1/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dv1-2.jpg
sm12-2,Oddish,https://images.pokemontcg.io/sm12/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm12-2.jpg
ex9-2,Deoxys,https://images.pokemontcg.io/ex9/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex9-2.jpg
bw1-2,Snivy,https://images.pokemontcg.io/bw1/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw1-2.jpg
base4-3,Chansey,https://images.pokemontcg.io/base4/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/base4-3.jpg
ru1-3,Ninetales,https://images.pokemontcg.io/ru1/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ru1-3.jpg
xy5-3,Beedrill,https://images.pokemontcg.io/xy5/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy5-3.jpg
pop6-3,Manaphy,https://images.pokemontcg.io/pop6/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pop6-3.jpg
si1-2,Pidgeot,https://images.pokemontcg.io/si1/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/si1-2.jpg
ex11-3,Dragonite δ,https://images.pokemontcg.io/ex11/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex11-3.jpg
pl3-3,Drifblim FB,https://images.pokemontcg.io/pl3/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pl3-3.jpg
base3-3,Ditto,https://images.pokemontcg.io/base3/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/base3-3.jpg
hgss1-3,Clefable,https://images.pokemontcg.io/hgss1/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/hgss1-3.jpg
ex13-2,Cradily δ,https://images.pokemontcg.io/ex13/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex13-2.jpg
hgss4-3,Celebi,https://images.pokemontcg.io/hgss4/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/hgss4-3.jpg
xy7-2,Gloom,https://images.pokemontcg.io/xy7/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy7-2.jpg
bw10-2,Masquerain,https://images.pokemontcg.io/bw10/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw10-2.jpg
ex7-3,Dark Crobat,https://images.pokemontcg.io/ex7/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex7-3.jpg
ex12-3,Cradily,https://images.pokemontcg.io/ex12/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex12-3.jpg
swsh35-2,Weedle,https://images.pokemontcg.io/swsh35/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/swsh35-2.jpg
gym2-2,Blaine's Charizard,https://images.pokemontcg.io/gym2/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/gym2-2.jpg
xy2-3,Butterfree,https://images.pokemontcg.io/xy2/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy2-3.jpg
xy11-2,Tangrowth,https://images.pokemontcg.io/xy11/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy11-2.jpg
det1-3,Morelull,https://images.pokemontcg.io/det1/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/det1-3.jpg
ex3-3,Crawdaunt,https://images.pokemontcg.io/ex3/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex3-3.jpg
dv1-3,Dragonair,https://images.pokemontcg.io/dv1/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dv1-3.jpg
sm9-3,Weedle,https://images.pokemontcg.io/sm9/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm9-3.jpg
pop7-2,Gallade,https://images.pokemontcg.io/pop7/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pop7-2.jpg
sm1-2,Metapod,https://images.pokemontcg.io/sm1/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm1-2.jpg
mcd19-3,Magmar,https://images.pokemontcg.io/mcd19/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/mcd19-3.jpg
col1-2,Deoxys,https://images.pokemontcg.io/col1/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/col1-2.jpg
pl1-3,Blaziken,https://images.pokemontcg.io/pl1/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pl1-3.jpg
sm115-2,Metapod,https://images.pokemontcg.io/sm115/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm115-2.jpg
gym1-3,Erika's Clefable,https://images.pokemontcg.io/gym1/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/gym1-3.jpg
dp3-3,Charizard,https://images.pokemontcg.io/dp3/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dp3-3.jpg
sm2-1,Bellsprout,https://images.pokemontcg.io/sm2/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm2-1.jpg
base5-1,Dark Alakazam,https://images.pokemontcg.io/base5/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/base5-1.jpg
xy4-1,Venonat,https://images.pokemontcg.io/xy4/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy4-1.jpg
bw11-1,Tangela,https://images.pokemontcg.io/bw11/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw11-1.jpg
ex4-1,Team Aqua's Cacturne,https://images.pokemontcg.io/ex4/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex4-1.jpg
bw4-1,Pinsir,https://images.pokemontcg.io/bw4/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw4-1.jpg
bw9-1,Weedle,https://images.pokemontcg.io/bw9/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw9-1.jpg
base1-1,Alakazam,https://images.pokemontcg.io/base1/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/base1-1.jpg
pop3-1,Blastoise,https://images.pokemontcg.io/pop3/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pop3-1.jpg
dp4-1,Blaziken,https://images.pokemontcg.io/dp4/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dp4-1.jpg
bw7-1,Oddish,https://images.pokemontcg.io/bw7/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw7-1.jpg
ex8-1,Altaria,https://images.pokemontcg.io/ex8/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex8-1.jpg
bw5-1,Bulbasaur,https://images.pokemontcg.io/bw5/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw5-1.jpg
pop5-1,Ho-Oh,https://images.pokemontcg.io/pop5/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pop5-1.jpg
sm5-1,Exeggcute,https://images.pokemontcg.io/sm5/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm5-1.jpg
xy10-1,Shuckle,https://images.pokemontcg.io/xy10/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy10-1.jpg
sm8-1,Tangela,https://images.pokemontcg.io/sm8/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm8-1.jpg
hgss2-1,Jirachi,https://images.pokemontcg.io/hgss2/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/hgss2-1.jpg
dpp-DP01,Turtwig,https://images.pokemontcg.io/dpp/DP01.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dpp-DP01.jpg
swsh1-1,Celebi V,https://images.pokemontcg.io/swsh1/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/swsh1-1.jpg
swsh4-1,Weedle,https://images.pokemontcg.io/swsh4/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/swsh4-1.jpg
xy1-1,Venusaur-EX,https://images.pokemontcg.io/xy1/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy1-1.jpg
pop1-1,Blaziken,https://images.pokemontcg.io/pop1/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pop1-1.jpg
bw8-1,Turtwig,https://images.pokemontcg.io/bw8/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw8-1.jpg
base6-1,Alakazam,https://images.pokemontcg.io/base6/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/base6-1.jpg
pop9-1,Garchomp,https://images.pokemontcg.io/pop9/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pop9-1.jpg
pop4-1,Chimecho δ,https://images.pokemontcg.io/pop4/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pop4-1.jpg
neo4-1,Dark Ampharos,https://images.pokemontcg.io/neo4/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/neo4-1.jpg
neo3-1,Ampharos,https://images.pokemontcg.io/neo3/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/neo3-1.jpg
pl4-1,Charizard,https://images.pokemontcg.io/pl4/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pl4-1.jpg
mcd19-4,Alolan Sandshrew,https://images.pokemontcg.io/mcd19/4.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/mcd19-4.jpg
sm115-3,Butterfree,https://images.pokemontcg.io/sm115/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm115-3.jpg
base3-4,Dragonite,https://images.pokemontcg.io/base3/4.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/base3-4.jpg
ex9-3,Exploud,https://images.pokemontcg.io/ex9/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex9-3.jpg
pop7-3,Latias,https://images.pokemontcg.io/pop7/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pop7-3.jpg
pop6-4,Pachirisu,https://images.pokemontcg.io/pop6/4.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pop6-4.jpg
det1-4,Charmander,https://images.pokemontcg.io/det1/4.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/det1-4.jpg
ex4-2,Team Aqua's Crawdaunt,https://images.pokemontcg.io/ex4/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex4-2.jpg
hgss1-4,Gyarados,https://images.pokemontcg.io/hgss1/4.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/hgss1-4.jpg
xy1-2,M Venusaur-EX,https://images.pokemontcg.io/xy1/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy1-2.jpg
ex8-2,Beautifly,https://images.pokemontcg.io/ex8/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex8-2.jpg
bw5-2,Ivysaur,https://images.pokemontcg.io/bw5/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw5-2.jpg
dpp-DP02,Chimchar,https://images.pokemontcg.io/dpp/DP02.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dpp-DP02.jpg
sm2-2,Weepinbell,https://images.pokemontcg.io/sm2/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm2-2.jpg
pop4-2,Deoxys δ,https://images.pokemontcg.io/pop4/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pop4-2.jpg
bw7-2,Gloom,https://images.pokemontcg.io/bw7/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw7-2.jpg
xy4-2,Venomoth,https://images.pokemontcg.io/xy4/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy4-2.jpg
col1-3,Dialga,https://images.pokemontcg.io/col1/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/col1-3.jpg
ex12-4,Delcatty,https://images.pokemontcg.io/ex12/4.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex12-4.jpg
bw11-2,Tangrowth,https://images.pokemontcg.io/bw11/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw11-2.jpg
pl1-4,Delcatty,https://images.pokemontcg.io/pl1/4.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pl1-4.jpg
swsh35-3,Kakuna,https://images.pokemontcg.io/swsh35/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/swsh35-3.jpg
base5-2,Dark Arbok,https://images.pokemontcg.io/base5/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/base5-2.jpg
neo4-2,Dark Crobat,https://images.pokemontcg.io/neo4/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/neo4-2.jpg
ex3-4,Flygon,https://images.pokemontcg.io/ex3/4.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex3-4.jpg
xy2-4,Pineco,https://images.pokemontcg.io/xy2/4.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy2-4.jpg
pop5-2,Lugia,https://images.pokemontcg.io/pop5/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pop5-2.jpg
base6-2,Articuno,https://images.pokemontcg.io/base6/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/base6-2.jpg
dv1-4,Dragonair,https://images.pokemontcg.io/dv1/4.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dv1-4.jpg
ex11-4,Espeon δ,https://images.pokemontcg.io/ex11/4.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex11-4.jpg
dp4-2,Cresselia,https://images.pokemontcg.io/dp4/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dp4-2.jpg
dp1-2,Dusknoir,https://images.pokemontcg.io/dp1/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dp1-2.jpg
gym2-3,Brock's Ninetales,https://images.pokemontcg.io/gym2/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/gym2-3.jpg
pop1-2,Metagross,https://images.pokemontcg.io/pop1/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pop1-2.jpg
si1-3,Onix,https://images.pokemontcg.io/si1/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/si1-3.jpg
dp3-4,Entei,https://images.pokemontcg.io/dp3/4.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dp3-4.jpg
base4-4,Charizard,https://images.pokemontcg.io/base4/4.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/base4-4.jpg
pl4-2,Froslass,https://images.pokemontcg.io/pl4/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pl4-2.jpg
bw8-2,Grotle,https://images.pokemontcg.io/bw8/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw8-2.jpg
pop3-2,Flareon,https://images.pokemontcg.io/pop3/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pop3-2.jpg
xy11-3,Hoppip,https://images.pokemontcg.io/xy11/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy11-3.jpg
sm3-2,Metapod,https://images.pokemontcg.io/sm3/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm3-2.jpg
swsh1-2,Roselia,https://images.pokemontcg.io/swsh1/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/swsh1-2.jpg
pop9-2,Manaphy,https://images.pokemontcg.io/pop9/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pop9-2.jpg
xy7-3,Vileplume,https://images.pokemontcg.io/xy7/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy7-3.jpg
bw10-3,Lileep,https://images.pokemontcg.io/bw10/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw10-3.jpg
bw4-2,Seedot,https://images.pokemontcg.io/bw4/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw4-2.jpg
sm9-4,Kakuna,https://images.pokemontcg.io/sm9/4.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm9-4.jpg
hgss4-4,Drapion,https://images.pokemontcg.io/hgss4/4.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/hgss4-4.jpg
ex13-3,Deoxys δ,https://images.pokemontcg.io/ex13/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex13-3.jpg
sm5-2,Yanma,https://images.pokemontcg.io/sm5/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm5-2.jpg
sm75-1,Charmander,https://images.pokemontcg.io/sm75/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm75-1.jpg
ex10-1,Ampharos,https://images.pokemontcg.io/ex10/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex10-1.jpg
bw6-1,Hoppip,https://images.pokemontcg.io/bw6/1.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw6-1.jpg
si1-4,Togepi,https://images.pokemontcg.io/si1/4.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/si1-4.jpg
bw5-3,Venusaur,https://images.pokemontcg.io/bw5/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw5-3.jpg
dp1-3,Electivire,https://images.pokemontcg.io/dp1/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/dp1-3.jpg
xy11-4,Skiploom,https://images.pokemontcg.io/xy11/4.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy11-4.jpg
hgss4-5,Mamoswine,https://images.pokemontcg.io/hgss4/5.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/hgss4-5.jpg
sm12-3,Gloom,https://images.pokemontcg.io/sm12/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm12-3.jpg
sm5-3,Yanmega,https://images.pokemontcg.io/sm5/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/sm5-3.jpg
swsh1-3,Roselia,https://images.pokemontcg.io/swsh1/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/swsh1-3.jpg
pl3-4,Electivire FB,https://images.pokemontcg.io/pl3/4.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pl3-4.jpg
hgss1-5,Hitmontop,https://images.pokemontcg.io/hgss1/5.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/hgss1-5.jpg
ex12-5,Gengar,https://images.pokemontcg.io/ex12/5.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex12-5.jpg
pl4-3,Heatran,https://images.pokemontcg.io/pl4/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pl4-3.jpg
bw10-4,Cradily,https://images.pokemontcg.io/bw10/4.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/bw10-4.jpg
pop4-3,Flygon,https://images.pokemontcg.io/pop4/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/pop4-3.jpg
ex3-5,Golem,https://images.pokemontcg.io/ex3/5.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex3-5.jpg
swsh4-2,Kakuna,https://images.pokemontcg.io/swsh4/2.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/swsh4-2.jpg
xy5-4,Tangela,https://images.pokemontcg.io/xy5/4.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/xy5-4.jpg
ex9-4,Gardevoir,https://images.pokemontcg.io/ex9/4.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex9-4.jpg
ex11-5,Flareon δ,https://images.pokemontcg.io/ex11/5.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex11-5.jpg
ex4-3,Team Aqua's Kyogre,https://images.pokemontcg.io/ex4/3.png,/content/drive/MyDrive/Capstone/pokemon_images_dataset/ex4-3.jpg
